sha,message,author,date,url,code_size,source_files
6c5451d6baaf1ee55eb15368bf1d75053220dbbb,Adding actual v1.43 change log,sfdye,09/08/2018 07:49:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/6c5451d6baaf1ee55eb15368bf1d75053220dbbb,1314911,170
4e3d47c0e8162e7dcfb0f7d6db00a5b2368b679d,Publish version 1.43,jacquev6,09/08/2018 07:09:08 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/4e3d47c0e8162e7dcfb0f7d6db00a5b2368b679d,1314911,170
dce744da42c447e9c1434ceb80f3c8a57842199d,"(Try to) re-enable automated release (#872)

Let's use my PyPI user account.",jacquev6,09/08/2018 06:58:27 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/dce744da42c447e9c1434ceb80f3c8a57842199d,1314911,170
3ce0418382bcb356e8d17df5d1a47dffec3c9541,Feature: Search By Topics (#893),singh811,09/06/2018 03:44:53 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3ce0418382bcb356e8d17df5d1a47dffec3c9541,1314911,170
fd8a03648a27bb5250743165c6eaf15b30f3a0d4,"Adding support for search/graphql rate limit, fixes #553",sfdye,09/05/2018 04:33:20 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/fd8a03648a27bb5250743165c6eaf15b30f3a0d4,1313455,170
55b8fb4ca1a668c062751f476617cf2aff8de7c1,"Add missing backticks to Branch Protection docs (#889)

The docstrings for the Branch Protection methods that take classes as
arguments were missing backticks for the class name, add them so the
docs contain proper links.",s-t-e-v-e-n-k,08/28/2018 08:10:22 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/55b8fb4ca1a668c062751f476617cf2aff8de7c1,1312830,170
eb80564b01591ea1b40fa55bdc03bda42af784c7,"Implement Organization.invite_user (#880)

Utilize the API preview for the organization invite system to allow
organization owners to invite outside colloborators either via passing
in the user directly, or their email address.
    
Fixes #851",s-t-e-v-e-n-k,08/28/2018 06:29:23 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/eb80564b01591ea1b40fa55bdc03bda42af784c7,1312804,170
ef16702a0d991bdb8ced154002ecdd4211fae6e1,"Add support for required approving review count (#888)

The GitHub API currently has a beta extension to the Branch Protection
API that allows inspection and setting of the number of required
approving reviews required for a PR to be merged. Add support for it.",s-t-e-v-e-n-k,08/28/2018 05:34:34 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ef16702a0d991bdb8ced154002ecdd4211fae6e1,1309404,170
08fa797f1d0ebc0ba92be46cc35b4e70a968c5da,"Improve Branch Protection function docstrings (#887)

The docstrings for the edit methods for portions of Branch Protection
did not document their arguments and types, add them.",s-t-e-v-e-n-k,08/28/2018 05:12:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/08fa797f1d0ebc0ba92be46cc35b4e70a968c5da,1306274,170
7b099c9800fbee94aadc878e6d4bef4167726a8e,"Implement Repository.get_collaborator_permission (#881)

Add a method to Repository, collaborator_permission that allows users
with push access to repositories to query the permission level of
collaborators.

Fixes #722",s-t-e-v-e-n-k,08/27/2018 05:23:03 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/7b099c9800fbee94aadc878e6d4bef4167726a8e,1305990,170
6732517c1d401b3cc81cd4dc28782461016c89d0,"Change MainClass.get_repo default laziness (#882)

MainClass.get_repo() used to default to lazy fetching, which is not what
NamedUser.get_repo() does, so change the default. Fix the tess to pass
lazy=True, so that we don't need to grow 8 ReplayData files with 11
lines of the repository in question.

Fixes #353",s-t-e-v-e-n-k,08/27/2018 03:57:58 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/6732517c1d401b3cc81cd4dc28782461016c89d0,1304590,170
7ac2a2ac974a4bacaa0ab0eeb20bc1e2b796dc88,"Adding new attributes to IssueEvent (#857)

See Issue #855 

The class [IssueEvent](https://github.com/PyGithub/PyGithub/blob/master/github/IssueEvent.py) is missing a large number of attributes documented in the [API](https://developer.github.com/v3/issues/events/).

This is also commented about in #653 to a degree

27 of the tests 27 known event types have tests.

**Currently Tested using Issue #30**            
- [x] subscribed
- [x] assigned
- [x] referenced               
- [x] closed                   
- [x] labeled                  

**Currently Tested using Issue/PR #538**
- [x] merged
- [x] mentioned
- [x] review_requested

**Currently Tested using Issue/PR #857**
- [x] reopened
- [x] unassigned
- [x] unlabeled
- [x] renamed
- [x] base_ref_changed
- [x] head_ref_deleted 
- [x] head_ref_restored
- [x] milestoned
- [x] demilestoned
- [x] locked
- [x] unlocked
- [x] review_dismissed
- [x] review_request_removed
- [x] marked_as_duplicate
- [x] unmarked_as_duplicate
- [x] added_to_project       
- [x] moved_columns_in_project
- [x] removed_from_project
- [x] converted_note_to_issue - Note: this event is tied into Issue #866 

This PR is now ready to be merged",allevin,08/24/2018 04:01:29 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/7ac2a2ac974a4bacaa0ab0eeb20bc1e2b796dc88,1305661,170
de6b713b055cdef1dc811543fdedfebc1bc80fc3,"Force absolute import, fixes #314",sfdye,08/24/2018 07:08:18 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/de6b713b055cdef1dc811543fdedfebc1bc80fc3,1255363,170
3cc0742fbebea6881220eae04cf56db790b91311,"Switch remaining try/except tests to assertRaises (#879)

The BadAttributes and Enterprise tests made use of try/except to check
details of raised exceptions, so switch to using assertRaises, much like
the github.GithubException tests[1].

1: cf056883592b59e2aafe5dde7b94917868b6c315",s-t-e-v-e-n-k,08/24/2018 02:52:53 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3cc0742fbebea6881220eae04cf56db790b91311,1255356,170
cc9636af3fbcd97cedf813b5a4df97775d5e18a4,"Add Pull Request Examples (#875)

Per @sfdye request, here is an example to acquire Pull Requests.",allevin,08/23/2018 01:06:02 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/cc9636af3fbcd97cedf813b5a4df97775d5e18a4,1255656,170
3eb695484bddc8ed1cdae766d53871bc089777cc,Set up example docs skeleton,sfdye,08/21/2018 08:03:35 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3eb695484bddc8ed1cdae766d53871bc089777cc,1255656,170
f3abadae0809f933106f50eda6e7b28aca28c884,Fix Organization display name,sfdye,08/21/2018 07:29:36 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/f3abadae0809f933106f50eda6e7b28aca28c884,1255656,170
7c73d8de4e57a467b3f98111fbf4c4aafa12c93c,Fix Organization display name,sfdye,08/21/2018 07:25:56 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/7c73d8de4e57a467b3f98111fbf4c4aafa12c93c,1255661,170
ae5cdb285e2d41e55b2f6fac56fd4eff239c6309,Refactor common header constants and custom media type,sfdye,08/21/2018 07:01:23 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ae5cdb285e2d41e55b2f6fac56fd4eff239c6309,1255681,170
ebcd3a52e32c8d74a387c0d9df28a19c40ebd539,"Remove custom swamp-thing-preview header (#873)

The Repository Invitation API graduated on July 17, 2017, so the custom
Accept header is no longer required.",s-t-e-v-e-n-k,08/21/2018 05:49:04 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ebcd3a52e32c8d74a387c0d9df28a19c40ebd539,1254211,170
49db6f87710be41c5275ad0ed13073ecd345a120,"Remove Repository.get_protected_branch (#871)

With both the custom Accept header and the new code that supports the
new Branch Protection API, Repository.get_protected_branch() is no
longer required, and it also was never tested, so remove it.",s-t-e-v-e-n-k,08/20/2018 09:25:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/49db6f87710be41c5275ad0ed13073ecd345a120,1254377,170
310d0733eebf9d1cea688dfc94e9783d41faf368,Fix a few docs error,sfdye,08/20/2018 08:07:36 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/310d0733eebf9d1cea688dfc94e9783d41faf368,1254912,170
080d807552718df5179e7998cc245e3bb9ea0262,Add sphinx setup instruction,sfdye,08/20/2018 07:51:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/080d807552718df5179e7998cc245e3bb9ea0262,1254906,170
df57bf17a820c7335cd672499da0a785afb59b43,Publish version 1.42,sfdye,08/19/2018 04:27:09 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/df57bf17a820c7335cd672499da0a785afb59b43,1254906,170
0350531934b34e7b75892ef98c490dada90d7f59,Set skip_existing=true for travis upload to pypi,sfdye,08/19/2018 04:19:20 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/0350531934b34e7b75892ef98c490dada90d7f59,1254906,170
2c97823a9595ca1bc6fb9a873d89baba11a8d104,Publish version 1.41,sfdye,08/19/2018 03:32:31 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/2c97823a9595ca1bc6fb9a873d89baba11a8d104,1254906,170
5eb3ce517cd37ca27c10bd2ba6df2328f1d6c11e,HTTPS for readthedocs everywhere,sfdye,08/19/2018 02:52:38 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/5eb3ce517cd37ca27c10bd2ba6df2328f1d6c11e,1254906,170
3f0caa40571547b338ae8b338f9c9cdbc6a97a20,Sync copyright header,sfdye,08/19/2018 02:47:41 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3f0caa40571547b338ae8b338f9c9cdbc6a97a20,1254906,170
43d325a552731dfa85f8d2bcacdafe92f59e1eed,"Add allow_redirects option (#858)

Fixes #830

Latest release v1.40 has broken get_archive_link
https://github.com/PyGithub/PyGithub/issues/830",djstein,08/19/2018 02:41:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/43d325a552731dfa85f8d2bcacdafe92f59e1eed,1248921,170
e1df09f7a6cd950fa324695260524180720941a1,"Fix a bug cause gistfile.content None. (#486)

Fixes #485 

See issue: https://github.com/PyGithub/PyGithub/issues/485",Just4test,08/15/2018 07:14:24 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e1df09f7a6cd950fa324695260524180720941a1,1248875,170
cf056883592b59e2aafe5dde7b94917868b6c315,"Use TestCase.assertRaises() (#782)

Now that we no longer support Python 2.6, we can use the assertRaises()
method of TestCase as a context manager, tiding up a large amount of
technical debt.",s-t-e-v-e-n-k,08/15/2018 06:54:57 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/cf056883592b59e2aafe5dde7b94917868b6c315,1248886,170
b91dee8df6afe98882383dc79d9bd1c300bc474a,"Revert ""Remove NamedUser.contributions (#774)"" (#865)

This reverts commit a519e4675a911a3f20f1ad197cbbbb14bdd1842d.

NamedUser.contributions can be populated, so we should fill in the data.

Fixes #850",s-t-e-v-e-n-k,08/15/2018 03:39:08 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/b91dee8df6afe98882383dc79d9bd1c300bc474a,1249588,170
a7c16c64d6fe4776ecf92a05279ba8bd60d26526,"Merge pull request #790 from s-t-e-v-e-n-k/branch-protection-update

Update Branch Protection to current GitHub API",JPWKU,08/15/2018 03:37:07 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/a7c16c64d6fe4776ecf92a05279ba8bd60d26526,1249173,170
171cc567ae4b4850a6270d3ed728a2f995a7462f,"Update Branch Protection to current GitHub API

The Branch protection API has been radically changed by GitHub, add new
methods to Branch reflecting it. Branch protection methods are now
called on the Branch object itself, rather than awkwardly hanging off
the Repository object and requiring branch names to be passed in.

This adds an over-arching methods to get, edit and remove protection
entirely, as well as fine-grained methods for getting, setting and
dropping certain aspects of branch protection, as well as three new
objects to encompass querying those aspects.

This also destroys Repository.protect_branch(), the endpoint has been
removed. The old-style protection attributes on Branch have also been
removed to force users onto the new API, since they are still sent, but
no longer populated.

Fixes #586",s-t-e-v-e-n-k,08/15/2018 02:45:47 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/171cc567ae4b4850a6270d3ed728a2f995a7462f,1249173,170
29d231517dec44314e81c691d7c4e398380414b1,"Add missing arguments to Repository.edit (#844)

As promised in https://github.com/PyGithub/PyGithub/pull/842, here's a PR to update the `edit` method so that it allows editing the newly added properties.",jacquerie,07/15/2018 02:32:53 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/29d231517dec44314e81c691d7c4e398380414b1,1212155,164
2b352fb397d0935095da8460223bfa677d62c64c,"Add missing properties to Repository (#842)

Closes #784
Closes #785

First commit fixes a small bug that I observed while trying to record some new test fixtures: the stringification of the headers is not correctly printed as a list of tuples, but as an `iteritems` object, so I forced the list evaluation.

Second commit adds the missing properties `allow_merge_commit`, `allow_rebase_merge`, `allow_squash_merge`, and `has_projects` to the `Repository` class.

Note however that I ran into some trouble while modifying the `edit` method of the `Repository` class to make use of the new properties, specifically while writing tests, so I will fix the `edit` method in a future PR.",jacquerie,07/13/2018 04:02:53 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/2b352fb397d0935095da8460223bfa677d62c64c,1210540,164
1a90f5db5dfc5f7a22e41cbf1bf7dc9e7be7c676,"Adding archival support for Repository.edit (#843)

Fixes ##840 

Adding archival support to Repository.edit

No unit tests are included for this change because while you can archive a repository via the edit API, there is no way to un-archive a repository via the edit API.  (See: https://developer.github.com/v3/repos/#edit )",sechastain,07/12/2018 03:17:51 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/1a90f5db5dfc5f7a22e41cbf1bf7dc9e7be7c676,1208374,164
9d9ce34dea76175d15b07cb7ad124b635095edd7,"github/stale: use a stale label (#837)

Previously it was defaulting to `wontfix` which may not be the case if an issue just goes idle.",jzelinskie,07/11/2018 12:42:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/9d9ce34dea76175d15b07cb7ad124b635095edd7,1207972,164
790f7daeb8f4bee19a5758c102d808bab978f4d9,"Add tag_name and target_commitish arguments to GitRelease.update_release (#834)

Fixes #833",nurupo,07/10/2018 02:58:08 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/790f7daeb8f4bee19a5758c102d808bab978f4d9,1207972,164
c00217472bd343d0c81ca3bb27de3320aec1a21c,"Allow editing of Team descriptions (#839)

PR https://github.com/PyGithub/PyGithub/pull/753 added this property but forgot to make it editable. The current PR fixes this omission.",jacquerie,07/10/2018 01:35:00 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/c00217472bd343d0c81ca3bb27de3320aec1a21c,1207044,164
1d9188096762f480ea9b3c1dadf7f3f0fd6aeef4,"Add description to Organizations (#838)

As mentioned in https://developer.github.com/v3/orgs/, an organization also has a description. This PR adds this attribute to the `Organization` class, as well as modifies its `edit` method so that it's possible to update it.

I noticed too late the [`add_attribute.py` script](https://github.com/PyGithub/PyGithub/blob/8ae2bcb1e6f96beeec99fbbcf00f4af46bb38cde/scripts/add_attribute.py), so I did my modifications by hand, but I noticed that the output of the script and the style used for all the other attributes are different. I preferred the style that is prevalent in the file, rather than the output of the script.",jacquerie,07/10/2018 07:04:29 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/1d9188096762f480ea9b3c1dadf7f3f0fd6aeef4,1206463,164
8a589c9d735eb815610aa0910cccc61f1842314a,"Revert __len__ for PaginatedList to fix the tests, will revisit later",sfdye,07/10/2018 02:36:30 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/8a589c9d735eb815610aa0910cccc61f1842314a,1205420,164
8ae2bcb1e6f96beeec99fbbcf00f4af46bb38cde,"Implement __len__ for PaginatedList, fixes #579, closes #433",sfdye,07/08/2018 03:40:17 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/8ae2bcb1e6f96beeec99fbbcf00f4af46bb38cde,1205475,164
e6eabe9ad0c05a30aca9cf156e2bc2b2d9820fb5,"Calcuate totalCount without iterating PaginatedList (#820)

This PR #596 seems stale, so I have opened up this one with the requested changes from @sfdye.

This is the code from @Tommos0's [comment][1] with some modification.

There are 2 tests failing. I think this is due to the change in the query string and the cached test data just needs to be refreshed for those tests.

[1]: https://github.com/PyGithub/PyGithub/pull/596#issuecomment-315013949",koglinjg,07/08/2018 02:43:48 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e6eabe9ad0c05a30aca9cf156e2bc2b2d9820fb5,1205275,164
c6802b515ffb64634a99ceb8e493d74a83deed87,"Add support for getting / replacing topics (#634) (#832)

* Add support for getting and replacing topics on a repository #634

* Add / fix tests, accept list vs dict for replace_topics (#634)",wyardley,07/06/2018 03:09:10 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/c6802b515ffb64634a99ceb8e493d74a83deed87,1204617,164
68af7250f97e0b04db28ebd135ec83475e3250eb,Add stale bot,sfdye,07/05/2018 07:18:57 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/68af7250f97e0b04db28ebd135ec83475e3250eb,1203032,164
d897e86aa9aa6469971b3e2201ead39cf1aebb62,Publish version 1.40,sfdye,06/26/2018 01:05:38 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/d897e86aa9aa6469971b3e2201ead39cf1aebb62,1203032,164
faa8f2057021e10139ed2f6700830158f5a4a4c1,"Test Framework improvement (#795)

Hi!

As part of my app, I use this lib, and then your test Framework to record my own upper level tests. Here's some patches I had to make that I humbly think could interest you:

- As stated by @kyogi14 in [this comment](https://github.com/PyGithub/PyGithub/pull/664#issuecomment-389964369), since you use `requests` recording is broken. This fixes that.
- Fix some Python 3 troubles while recording
- Add a `replayDataFolder` gloval class variable, to override the default place to put the recording. Otherwise, if a third party app (like mine :)) has a dependency on PyGithub and wants to use the Framework, recordings are saved in `site-packages/github/tests/ReplayData` instead of my own place.

Hope this helps, please let me know if I can improve the PR.

Thanks!",lmazuel,06/23/2018 03:29:09 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/faa8f2057021e10139ed2f6700830158f5a4a4c1,1203034,164
3aead1581896487d718b14ed01833f693fdfad7e,"Handle HTTP 202 HEAD&GET with a retry (#791)

* Handle HTTP 202
Fixes #564
After some testing, it seems GitHub seems to be able to process the chrunching of statistics
for every repository I tested in around 2 seconds. So a delay of around 5 seconds should be
plenty to be very certain that the next try should succeed.
Another option would be to put this value lower and possibly waste an extra retry on it.

* Only re-request data if HEAD or GET (those are 'safe')
to e.g. avoid running a duplicate POST or PUT, that can change stuff on the server
Using RFC 2616 and https://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html as guideline

* Fix testStatistics

* change wait time to 2 secs",mfonville,06/22/2018 08:54:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3aead1581896487d718b14ed01833f693fdfad7e,1202044,164
8bdac23ca1119ac0ed8bb8a5b0cfec7e3cbe1cbe,"Fix github API requests after asset upload (#771)

In the old code the self.__hostname would be overwritten with uploads.github.com
but it could not be correctly re-set to api.github.com after completing the upload
Create a separate connection if hostname or port differ in requestBlobAndCheck

in the end this became quite a large overhaul, to also make this change generic
for e.g. connecting to status.github.com and similar methods

~~not sure if tests need (more) updating, if so I will update the PR accordingly~~",mfonville,06/22/2018 04:46:46 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/8bdac23ca1119ac0ed8bb8a5b0cfec7e3cbe1cbe,1202203,164
e389396405146bb1b0c4587de1f6f757a9514a43,"GitRelease methods documentation (#821)

Hi, here's my small contribution to the documentation in relation to #819 

Few things:
* the `delete_release` method always returns `True` so not sure if the return type is truly valid - potentially a bug
* I've tried generating the documentation locally to check if formatting is ok but failed - is there a guide to it?   I followed the read the docs starter guide but that didn't seem to reflect the way it's done here",jglapa,06/20/2018 02:39:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e389396405146bb1b0c4587de1f6f757a9514a43,1201656,164
817f22303cd4d27aec369127c76db9cd11f9f758,"Add remove_membership() method to Teams class (#807)

Per the Github v3 API [docs](https://developer.github.com/v3/teams/members/#deprecation-notice-2), the ""remove team member"" api is deprecated. This PR implements the new API call.

Deprecated API:
```
DELETE /teams/:team_id/members/:username
```

New API:
```
DELETE /teams/:team_id/memberships/:username
```

This PR also adds a `deprecation` notice to the docstring of the deprecated methods.",N/A,06/19/2018 03:19:27 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/817f22303cd4d27aec369127c76db9cd11f9f758,1200808,164
05f49a59decfa659a547f9a238c7922f87cb36bc,"Add check-in to projects using PyGithub (#814)

* Add check-in to projects using PyGithub

* Drop pip install link",webknjaz,06/12/2018 03:36:38 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/05f49a59decfa659a547f9a238c7922f87cb36bc,1200013,164
a90878d0b5aa0759b733c4b0f1c53dd0318929e5,"Adding project name into ""Projects using PyGithub"" (#815)",jpmartins201,06/11/2018 02:26:28 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/a90878d0b5aa0759b733c4b0f1c53dd0318929e5,1200013,164
bed4009361c3ed2b227c094effd4a2b8b3f0a9aa,Fix incorrect formatting in docstrings (#816),per1234,06/11/2018 02:24:27 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/bed4009361c3ed2b227c094effd4a2b8b3f0a9aa,1200013,164
2bd06255fe0f50f963c86bcc8c4b8a97632819b7,Add tests for mergeable state (#801),MarcoFalke,05/23/2018 02:15:41 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/2bd06255fe0f50f963c86bcc8c4b8a97632819b7,1199996,164
ba5bf2d76a75fb8b2118726d4ea708ffe6133a8b,Include target_commitish in GitRelease (#788),mfonville,05/21/2018 09:20:18 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ba5bf2d76a75fb8b2118726d4ea708ffe6133a8b,1198198,164
286272aaf1230cb9553a0ac57211492fec1d8e4c,Publish version 1.40a4,sfdye,05/21/2018 02:42:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/286272aaf1230cb9553a0ac57211492fec1d8e4c,1197740,164
140c6480756b06cd6ecf7b60f72a4f02b393f8c5,"increase default timeout to be > github request timeout (#793)

* increase default timeout to 15s

* Update MainClass.py",jhoblitt,05/21/2018 02:39:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/140c6480756b06cd6ecf7b60f72a4f02b393f8c5,1197740,164
0e8ae376a78770788877dcf1f6f237e0e445aa1e,"Fix Team.description (#797)

fixes #796",mfonville,05/21/2018 02:32:02 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/0e8ae376a78770788877dcf1f6f237e0e445aa1e,1197572,164
2bab41326b1f9867d4afafbe53d8c94273f2429d,"Add Satsuki, closes #798",sfdye,05/21/2018 02:23:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/2bab41326b1f9867d4afafbe53d8c94273f2429d,1197571,164
23395f5f140a0ee34084b47e95a3f73222a811ea,Fix Content-Length invalid headers exception (#787),mfonville,05/17/2018 06:05:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/23395f5f140a0ee34084b47e95a3f73222a811ea,1197571,164
e9e09b9dda6020b583d17cd727d851c1a79e7150,"Include GitReleaseAsset test, closes #778",sfdye,05/01/2018 01:40:08 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e9e09b9dda6020b583d17cd727d851c1a79e7150,1197566,164
a519e4675a911a3f20f1ad197cbbbb14bdd1842d,"Remove NamedUser.contributions (#774)

The contributions attribute is no longer sent by Github for NamedUsers,
so remove the attribute.

Fixes #443",s-t-e-v-e-n-k,04/30/2018 02:12:43 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/a519e4675a911a3f20f1ad197cbbbb14bdd1842d,1197540,164
b1e9ae68a21db8ae60cf6acc50fbe426441c452e,"Branch protection methods no longer require loki (#775)

The Branch Protection API graduated September 1, 2017, so remove use of
the loki-preview+json header.",s-t-e-v-e-n-k,04/30/2018 02:10:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/b1e9ae68a21db8ae60cf6acc50fbe426441c452e,1197955,164
b0fc5da5ae0cd1b90124ad45fe985080afe552e8,Publish version 1.40a3,sfdye,04/26/2018 06:52:47 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/b0fc5da5ae0cd1b90124ad45fe985080afe552e8,1198107,164
85a9124b09b918685516dce38e2ff2e65a5c499b,Add ability to skip SSL verify from requests (#758),mikeage,04/26/2018 06:46:44 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/85a9124b09b918685516dce38e2ff2e65a5c499b,1198107,164
de6c2ec4e2b939cdc24da9802cfab2704d32ad80,Add GHE simple sample,sfdye,04/26/2018 06:35:39 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/de6c2ec4e2b939cdc24da9802cfab2704d32ad80,1197829,164
bd0cf30970f283136f6beb26319982dbdd9fa88c,"Correct Repository.get_git_tree recursive use (#767)

The API docs for Repository.get_git_tree specify that the URL parameter
for fetching a tree recursively should be ?recursive=1, not a truthy
value. To not change the API we present, check if it is True before
setting it to 1. Change another callsite of Repository.get_git_tree to
specify recursive=False to make sure it doesn't appear in the query
string.

Fixes #560",s-t-e-v-e-n-k,04/25/2018 09:21:17 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/bd0cf30970f283136f6beb26319982dbdd9fa88c,1197829,164
d9071a9eda9d97e8f92b1ae0bd4972d00b8595e1,Publish version 1.40a2,sfdye,04/23/2018 06:31:58 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/d9071a9eda9d97e8f92b1ae0bd4972d00b8595e1,1197735,164
85dcc446504d6a253596a1a3dbce5fcdbe510235,"Correct docstring for set_labels (#766)

Both Issue and PullRequest have a set_labels method whose docstring did
not exactly describe the parameter, correct it.",s-t-e-v-e-n-k,04/23/2018 06:27:18 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/85dcc446504d6a253596a1a3dbce5fcdbe510235,1197735,164
e2e29918ea27a005c7f57d8b1fa90b4ddf65d30e,"Re-work PullRequest reviewer request (#765)

Add create_review_request() and delete_review_request() methods to
PullRequest, as well as renaming get_reviewer_requests() to
get_review_requests() and cleaning up its return value to firstly respect
teams, and secondly to cut out the middleman of PullRequestReviewerRequests,
which has been removed.

Fixes #597",s-t-e-v-e-n-k,04/23/2018 06:22:51 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e2e29918ea27a005c7f57d8b1fa90b4ddf65d30e,1197695,164
1f23c06a4de95570feb2f4acdfdf3d4271585768,"Add support for team privacy (#763)

Teams contain support for privacy, by being either closed, or secret.
Export the string via a property, and allow editing it via the edit
method.",s-t-e-v-e-n-k,04/20/2018 07:17:58 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/1f23c06a4de95570feb2f4acdfdf3d4271585768,1200396,166
62512125128a7e4aaf9fa8a8f9e197cc591d0cf1,"PullRequest review methods no longer need black cats (#760)

The preview period of the PullRequest review API ended May 9, 2017 so
remove the custom Accept headers for the relevant methods.",s-t-e-v-e-n-k,04/19/2018 08:07:52 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/62512125128a7e4aaf9fa8a8f9e197cc591d0cf1,1199658,166
00096c105986e7fdce923e1ac2e1814013aa8591,"Correct PullRequest.get_reviewer_requests() rtype (#761)

The return type of PullRequest.get_reviewer_requests() is a
PaginatedList containing PullRequestReviewerRequest.",s-t-e-v-e-n-k,04/19/2018 07:58:24 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/00096c105986e7fdce923e1ac2e1814013aa8591,1199899,166
c44469965e4ea368b78c4055a8afcfcf08314585,"API outside collaborators (#533)

* API outside collaborators

* Include remaining to organization api calls.",jappievw,04/19/2018 02:00:15 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/c44469965e4ea368b78c4055a8afcfcf08314585,1199885,166
980b67f9309b769c55fb7236a628db468f3d8d47,"Team description added to Team.py (#753)

* team description added to Team.py

* minor correction on initAttributes",manuhortet,04/17/2018 10:22:11 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/980b67f9309b769c55fb7236a628db468f3d8d47,1197501,166
